word_bw	word_ar	lemma_bw	lemma_ar	pos	stem_bw	stem_ar	gloss	root_bw	root_ar
fryqk	فريقك	fariyq	فَرِيق	noun	fariyq	فَرِيق	team;band+your	f.r.q	ف.ر.ق
lkn	لكن	l`kin~a	لٰكِنَّ	conj	l`kin~a	لٰكِنَّ	however	l.k.n	ل.ك.ن
lAtHkm	لاتحكم	taHak~am	تَحَكَّم	verb	taHak~am	تَحَكَّم	for_+_me_(to)+control;judge	H.k.m	ح.ك.م
ElY	على	EalaY	عَلَى	prep	EalaY	عَلَى	on;above	E.l.#	ع.ل.#
AljmyE	الجميع	jamiyE	جَمِيع	noun	jamiyE	جَمِيع	the+all_of;every_one_of+[def.nom.]	j.m.E	ج.م.ع
b*lk	بذلك	*`lika	ذٰلِكَ	pron_dem	*`lika	ذٰلِكَ	by;with+that	*.#	ذ.#
Ant	انت	>anota	أَنْتَ	pron	>anota	أَنْتَ	you_[masc.sg.]	#.n	#.ن
lAtElm	لاتعلم	taEal~am	تَعَلَّم	verb	taEal~am	تَعَلَّم	for_+_me_(to)+study;learn	E.l.m	ع.ل.م
$y}	شيئ	$ayo'	شَيْء	noun	$ayo}	شَيْئ	something	$.#.#	ش.#.#
AlA	الا	<il~A	إِلّا	part	<il~A	إِلّا	however;except	#.l.l	#.ل.ل
ElY	على	EalaY	عَلَى	prep	EalaY	عَلَى	on;above	E.l.#	ع.ل.#
fryqk	فريقك	fariyq	فَرِيق	noun	fariyq	فَرِيق	team;band+your	f.r.q	ف.ر.ق
fqT	فقط	faqaT	فَقَط	adv	faqaT	فَقَط	only	f.q.T	ف.ق.ط
flA	فلا	lA	لا	part_neg	lA	لا	and;so+no;not	l.#	ل.#
tEmm	تعمم	Eam~am	عَمَّم	verb	Eam~im	عَمِّم	it;they;she+generalize;popularize;propagate	E.m.m	ع.م.م
AlklAm	الكلام	kalAm	كَلام	noun	kalAm	كَلام	the+speech;statement;remark;talk;saying+[def.gen.]	k.l.m	ك.ل.م
wlA	ولا	lA	لا	part_neg	lA	لا	and+no;not	l.#	ل.#
tqwl	تقول	qAl	قال	verb	quwl	قُول	it;they;she+say	q.#.l	ق.#.ل
mA	ما	mA	ما	pron_rel	mA	ما	what	m.#	م.#
tjhl	تجهل	jahil	جَهِل	verb	johal	جْهَل	it;they;she+ignore	j.h.l	ج.ه.ل
E_Am	عـام	EAm	عام	noun	EAm	عام	year	E.#.m	ع.#.م
1964	1964	1964	1964	digit	1964	1964	1964	DIGIT	DIGIT
AhlA	اهلا	>ahol	أَهْل	noun	>ahol	أَهْل	family;people+[acc.indef.]	#.h.l	#.ه.ل
bykY	بيكى	bak	بَك	noun_prop	biyk	بِيك	Bey+my	NTWS	NTWS
yA	يا	yA	يا	part_voc	yA	يا	oh;you	#.#	#.#
gAlyp	غالية	gAliy~	غالِيّ	adj	gAliy~	غالِيّ	Gallic;Gaul+[fem.sg.]	NTWS	NTWS
mnwrp	منورة	munaw~ar	مُنَوَّر	adj	munaw~ar	مُنَوَّر	shining;bright+its;his	n.#.r	ن.#.ر
AnA	انا	>anA	أَنا	pron	>anA	أَنا	I	#.n	#.ن
An	ان	>an~a	أَنَّ	conj_sub	>an~a	أَنَّ	that	#.n.n	#.ن.ن
AlkhrbA'	الكهرباء	kahorabA'	كَهْرَباء	noun	kahorabA'	كَهْرَباء	the+electricity+[def.gen.]	k.h.r.b	ك.ه.ر.ب
En	عن	Ean	عَن	prep	Ean	عَن	from;about	E.n	ع.ن
AlmntdY	المنتدى	munotadaY	مُنْتَدَى	noun	munotadaY	مُنْتَدَى	the+assembly_room;gathering_place	n.d.#	ن.د.#
bsbb	بسبب	sabab	سَبَب	noun	sabab	سَبَب	by;with+reason;cause+[def.gen.]	s.b.b	س.ب.ب
Alnwr	النور	nuwr	نُور	noun_prop	nuwr	نُور	the+Nour;Noor	n.#.r	ن.#.ر
AlzyAdp	الزيادة	ziyAdap	زِيادَة	noun	ziyAd	زِياد	the+increase;addition+[fem.sg.]	z.#.d	ز.#.د
AllY	اللى	lay~	لَيّ	noun	lay~	لَيّ	the+distortion;contortion	l.#.#	ل.#.#
dxl	دخل	daxal	دَخَل	verb	daxal	دَخَل	enter+he;it_<verb>	d.x.l	د.خ.ل
fY	فى	fiy	فِي	prep	fiy	فِي	in	f.#	ف.#
ElY	على	EalaY	عَلَى	prep	EalaY	عَلَى	on;above	E.l.#	ع.ل.#
AlEmwm	العموم	Eumuwm	عُمُوم	noun	Eumuwm	عُمُوم	the+generality;totality+[def.gen.]	E.m.m	ع.م.م
yA	يا	yA	يا	part_voc	yA	يا	oh;you	#.#	#.#
gAlyp	غالية	gAliy~	غالِيّ	adj	gAliy~	غالِيّ	Gallic;Gaul+[fem.sg.]	NTWS	NTWS
yA	يا	yA	يا	part_voc	yA	يا	oh;you	#.#	#.#
bnt	بنت	binot	بِنْت	noun	binot	بِنْت	daughter;girl	b.n.t	ب.ن.ت
AlgAlyyn	الغاليين	gAliy	غالِي	noun	gAliy	غالِي	the+costly;beloved+two	g.l.#	غ.ل.#
ElY	على	EalaY	عَلَى	prep	EalaY	عَلَى	on;above	E.l.#	ع.ل.#
Almrwr	المرور	muruwr	مُرُور	noun	muruwr	مُرُور	the+traffic;passing;crossing+[def.gen.]	m.r.r	م.ر.ر
wtrHybk	وترحيبك	taroHiyb	تَرْحِيب	noun	taroHiyb	تَرْحِيب	while+welcoming;greeting+your	r.H.b	ر.ح.ب
AnA	انا	>anA	أَنا	pron	>anA	أَنا	I	#.n	#.ن
ElY	على	EalaY	عَلَى	prep	EalaY	عَلَى	on;above	E.l.#	ع.ل.#
fkrp	فكرة	fikorap	فِكْرَة	noun	fikor	فِكْر	idea;notion;concept+[fem.sg.]	f.k.r	ف.ك.ر
bd>t	بدأت	bada>	بَدَأ	verb	bada>	بَدَأ	start;begin+it;they;she_<verb>	b.d.#	ب.د.#
AE$q	اعشق	Ea$iq	عَشِق	verb	Eo$aq	عْشَق	I+love;be_fond_of	E.$.q	ع.ش.ق
kwrp	كورة	kuwr	كُور	noun	kuwr	كُور	furnace;bellows+its;his	k.#.r	ك.#.ر
mSryp	مصرية	miSoriy~	مِصْرِيّ	adj	miSoriy~	مِصْرِيّ	Egyptian+[fem.sg.]	m.S.r	م.ص.ر
AnthA'	انتهاء	{inotihA'	ٱِنْتِهاء	noun	{inotihA'	ٱِنْتِهاء	finishing;completion;conclusion+[def.gen.]	n.h.#	ن.ه.#
Al$wT	الشوط	$awoT	شَوْط	noun	$awoT	شَوْط	the+progress;headway+[def.nom.]	$.#.T	ش.#.ط
AlAwl	الاول	>aw~al	أَوَّل	adj	>aw~al	أَوَّل	the+first+[def.gen.]	#.#.l	#.#.ل
0	0	0	0	digit	0	0	0	DIGIT	DIGIT
0	0	0	0	digit	0	0	0	DIGIT	DIGIT
bAltwfyq	بالتوفيق	tawofiyq	تَوْفِيق	noun	tawofiyq	تَوْفِيق	with;by_+_the+success;successful_outcome;conformation	#.f.q	#.ف.ق
lmSr	لمصر	miSor	مِصْر	noun_prop	miSor	مِصْر	for;to+Egypt	m.S.r	م.ص.ر
bEwn	بعون	Eawon	عَوْن	noun_prop	Eawon	عَوْن	by;with+Aoun	E.#.n	ع.#.ن
Allh	الله	All~ah	اللَّه	noun_prop	All~`h	اللّٰه	Allah;God	#.l.h	#.ل.ه
rbnA	ربنا	rab~	رَبّ	noun	rab~	رَبّ	lord;master+our	r.b.b	ر.ب.ب
ywfq	يوفق	waf~aq	وَفَّق	verb	waf~aq	وَفَّق	he;it+be_granted_success;be_successful	#.f.q	#.ف.ق
fY	فى	fiy	فِي	prep	fiy	فِي	in	f.#	ف.#
AdArp	ادارة	<idArap	إِدارَة	noun	<idAr	إِدار	administration;management;bureau+[fem.sg.]	d.#.r	د.#.ر
Alfryq	الفريق	fariyq	فَرِيق	noun	fariyq	فَرِيق	the+team;band+[def.gen.]	f.r.q	ف.ر.ق
lw	لو	law	لَو	conj	law	لَو	if	l.#	ل.#
m$	مش	ma$~	مَشّ	noun	ma$~	مَشّ	maceration;soaking	m.$.$	م.ش.ش
ybqY	يبقى	baqiy	بَقِي	verb	boqaY	بْقَى	he;it+remain;last	b.q.#	ب.ق.#
<nt	إنت	>anota	أَنْتَ	pron	>anota	أَنْتَ	you_[masc.sg.]	#.n	#.ن
>kyd	أكيد	>akiyd	أَكِيد	noun	>akiyd	أَكِيد	certain;definite	#.k.d	#.ك.د
mHtAj	محتاج	muHotAj	مُحْتاج	noun	muHotAj	مُحْتاج	in_need;wanting;requiring	H.#.j	ح.#.ج
zyArh	زياره	ziyArap	زِيارَة	noun	ziyAr	زِيار	visit+[fem.sg.]	z.#.r	ز.#.ر
l>Y	لأى	>ay~	أَيّ	noun_quant	>ay~	أَيّ	for;to+any	#.#.#	#.#.#
dktwr	دكتور	dukotuwr	دُكْتُور	noun	dukotuwr	دُكْتُور	doctor	NTWS	NTWS
mody333	mody333	mody333	mody333	digit	mody333	mody333	mody333	DIGIT	DIGIT
fyh	فيه	fiy	فِي	prep	fiy	فِي	in+it;him	f.#	ف.#
nAs	ناس	nAs	ناس	noun	nAs	ناس	people+[indef.nom.]	n.#.s	ن.#.س
hnA	هنا	hunA	هُنا	adv	hunA	هُنا	here	h.n.#	ه.ن.#
bAlslb	بالسلب	salob	سَلْب	noun	salob	سَلْب	with;by_+_the+robbing;dispossession+[def.gen.]	s.l.b	س.ل.ب
AY	اى	>ay~	أَيّ	noun_quant	>ay~	أَيّ	any	#.#.#	#.#.#
lAEb	لاعب	lAEib	لاعِب	noun	lAEib	لاعِب	player;athlete+[indef.gen.]	l.E.b	ل.ع.ب
mSrY	مصرى	miSoriy~	مِصْرِيّ	adj	miSoriy~	مِصْرِيّ	Egyptian	m.S.r	م.ص.ر
bAY	باى	>ay~	أَيّ	noun_quant	>ay~	أَيّ	by;with+any	#.#.#	#.#.#
$kl	شكل	$akol	شَكْل	noun	$akol	شَكْل	manner;form;configuration+[indef.gen.]	$.k.l	ش.ك.ل
lyh	ليه	lay~	لَيّ	noun	lay~	لَيّ	distortion;contortion+its;his	l.#.#	ل.#.#
wylyAn	ويليان	waliy	وَلِي	verb	liy	لِي	while_+_they_(both)+follow;come_after+[du.]	#.l.#	#.ل.#
Endh	عنده	Einod	عِنْد	noun	Einoda	عِنْدَ	with;at+it;him	E.n.d	ع.ن.د
fwrmh	فورمه	waram	وَرَم	noun	waram	وَرَم	and;so+tumor;swelling+its;his	#.r.m	#.ر.م
wAlY	والى	<ilaY	إِلَى	prep	<ilaY	إِلَى	and+to;towards	#.l.#	#.ل.#
Anh	انه	>an~a	أَنَّ	conj_sub	>an~a	أَنَّ	that+it;he	#.n.n	#.ن.ن
Abw	ابو	>abuw	أَبُو	noun_prop	>abuw	أَبُو	Abu	#.b.#	#.ب.#
25	25	25	25	digit	25	25	25	DIGIT	DIGIT
mlywn	مليون	miloyuwn	مِلْيُون	noun	miloyuwn	مِلْيُون	million+[def.gen.]	m.l.#.n	م.ل.#.ن
AnmA	انما	<in~amA	إِنَّما	verb_pseudo	<in~amA	إِنَّما	but_rather;on_the_contrary	#.n.n	#.ن.ن
SlAH	صلاح	SalAH	صَلاح	noun_prop	SalAH	صَلاح	Salah	S.l.H	ص.ل.ح
Abw	ابو	>abuw	أَبُو	noun_prop	>abuw	أَبُو	Abu	#.b.#	#.ب.#
11	11	11	11	digit	11	11	11	DIGIT	DIGIT
mlywn	مليون	miloyuwn	مِلْيُون	noun	miloyuwn	مِلْيُون	million+[def.gen.]	m.l.#.n	م.ل.#.ن
AllY	اللى	lay~	لَيّ	noun	lay~	لَيّ	the+distortion;contortion	l.#.#	ل.#.#
ASgr	اصغر	>aSogar	أَصْغَر	adj	>aSogar	أَصْغَر	smaller;smallest;younger;youngest+[def.nom.]	S.g.r	ص.غ.ر
mnh	منه	min	مِن	prep	min	مِن	from+it;him	m.n	م.ن
b4	ب4	b4	ب4	digit	b4	ب4	ب4	DIGIT	DIGIT
snyn	سنين	sanap	سَنَة	noun	sin	سِن	years+[masc.pl.]	s.n.#	س.ن.#
wAllY	واللى	lay~	لَيّ	noun	lay~	لَيّ	[part.]_+_the+distortion;contortion	l.#.#	ل.#.#
m$	مش	ma$~	مَشّ	noun	ma$~	مَشّ	maceration;soaking	m.$.$	م.ش.ش
btAtA	بتاتا	batAtAF	بَتاتاً	adv	batAt	بَتات	absolutely+[acc.indef.]	b.t.t	ب.ت.ت
AlmfrwD	المفروض	maforuwD	مَفْرُوض	adj	maforuwD	مَفْرُوض	the+imposed;prescribed+[def.gen.]	f.r.D	ف.ر.ض
yTyr	يطير	TAr	طار	verb	Tiyr	طِير	he;it+fly	T.#.r	ط.#.ر
wybqY	ويبقى	baqiy	بَقِي	verb	boqaY	بْقَى	and_+_he;it+remain;last	b.q.#	ب.ق.#
zY	زى	ziy~	زِيّ	noun	ziy~	زِيّ	uniform;clothing	z.#.#	ز.#.#
rwbn	روبن	ruwbin	رُوبِن	noun_prop	ruwbin	رُوبِن	Reuben	NTWS	NTWS
hY	هى	hiya	هِيَ	pron	hiya	هِيَ	it;they;she	h	ه
HSlt	حصلت	HaSal	حَصَل	verb	HaSal	حَصَل	obtain;acquire;get+it;they;she_<verb>	H.S.l	ح.ص.ل
yA	يا	yA	يا	part_voc	yA	يا	oh;you	#.#	#.#
$wbyr	شوبير	$wbyr	شوبير	noun_prop	$wbyr	شوبير	Shubair	NTWS	NTWS
Ant	انت	>anota	أَنْتَ	pron	>anota	أَنْتَ	you_[masc.sg.]	#.n	#.ن
Endk	عندك	Einod	عِنْد	noun	Einoda	عِنْدَ	with;at+you_[masc.sg.]	E.n.d	ع.ن.د
brnAmj	برنامج	baronAmaj	بَرْنامَج	noun	baronAmaj	بَرْنامَج	program+[def.gen.]	b.r.m.j	ب.ر.م.ج
bAllyl	بالليل	layol	لَيْل	noun	layol	لَيْل	with;by_+_the+night;nighttime	l.#.l	ل.#.ل
AlmfrwD	المفروض	maforuwD	مَفْرُوض	adj	maforuwD	مَفْرُوض	the+imposed;prescribed+[def.gen.]	f.r.D	ف.ر.ض
w	و	wa	وَ	conj	wa	وَ	and	NTWS	NTWS
mjls	مجلس	majolis	مَجْلِس	noun	majolis	مَجْلِس	council;board;Majlis+[def.gen.]	j.l.s	ج.ل.س
$Eb	شعب	$aEob	شَعْب	noun	$aEob	شَعْب	people;nation+[indef.gen.]	$.E.b	ش.ع.ب
w	و	wa	وَ	conj	wa	وَ	and	NTWS	NTWS
rAdyw	راديو	rAdiyuw	رادِيُو	noun	rAdiyuw	رادِيُو	radio	NTWS	NTWS
w	و	wa	وَ	conj	wa	وَ	and	NTWS	NTWS
AtHAd	اتحاد	{it~iHAd	ٱِتِّحاد	noun	{it~iHAd	ٱِتِّحاد	union+[def.gen.]	#.H.d	#.ح.د
kwrh	كوره	kuwr	كُور	noun	kuwr	كُور	furnace;bellows+its;his	k.#.r	ك.#.ر
w	و	wa	وَ	conj	wa	وَ	and	NTWS	NTWS
gsyl	غسيل	gasiyl	غَسِيل	noun	gasiyl	غَسِيل	clothes;wash;dirty_linen+[def.gen.]	g.s.l	غ.س.ل
w	و	wa	وَ	conj	wa	وَ	and	NTWS	NTWS
mkwAh	مكواه	mikowAp	مِكْواة	noun	makowA	مَكْوا	ironing_iron+its;his	k.#.#	ك.#.#
kl	كل	kul~	كُلّ	noun	kul~	كُلّ	every;all+[def.gen.]	k.l.l	ك.ل.ل
AmtY	امتى	>um~ap	أُمَّة	noun	>um~	أُمّ	nation;people+my_two	#.m.m	#.م.م
AlAhlY	الاهلى	>aholiy~	أَهْلِيّ	noun_prop	>aholiy~	أَهْلِيّ	the+Ahly;Ahli	#.h.l	#.ه.ل
ElY	على	EalaY	عَلَى	prep	EalaY	عَلَى	on;above	E.l.#	ع.ل.#
lAEb	لاعب	lAEib	لاعِب	noun	lAEib	لاعِب	player;athlete+[indef.gen.]	l.E.b	ل.ع.ب
Al>h_ly	الأهـلي	>aholiy~	أَهْلِيّ	noun_prop	>aholiy~	أَهْلِيّ	the+Ahly;Ahli	#.h.l	#.ه.ل
ys_Awm	يسـاوم	sAwam	ساوَم	verb	sAwim	ساوِم	he;it+bargain;haggle	s.#.m	س.#.م
Al<s_mAEyly	الإسـماعيلي	<isomAEiyliy~	إِسْماعِيلِيّ	noun_prop	<isomAEiyliy~	إِسْماعِيلِيّ	the+Ismaili	NTWS	NTWS
AlHSwl	الحصول	HuSuwl	حُصُول	noun	HuSuwl	حُصُول	the+acquisition;obtaining+[def.gen.]	H.S.l	ح.ص.ل
El__y	علــي	EalaY	عَلَى	prep	EalaY	عَلَى	on;above	E.l.#	ع.ل.#
xdmAt	خدمات	xidomap	خِدْمَة	noun	xadam	خَدَم	services;assistance+[fem.pl.]	x.d.m	خ.د.م
h_Any	هـاني	hAniy	هانِي	noun_prop	hAniy	هانِي	Hani	h.n.#	ه.ن.#
sEyd	سعيد	saEiyd	سَعِيد	noun_prop	saEiyd	سَعِيد	Said;Saeed	s.E.d	س.ع.د
mqAbl	مقابل	muqAbil	مُقابِل	noun	muqAbil	مُقابِل	opposite_to;corresponding_to;vis-a-vis+[def.acc.]	q.b.l	ق.ب.ل
glq	غلق	galoq	غَلْق	noun	galoq	غَلْق	closing;locking	g.l.q	غ.ل.ق
mlf	ملف	milaf~	مِلَفّ	noun	milaf~	مِلَفّ	file;dossier+[def.gen.]	l.f.f	ل.ف.ف
Hsny	حسني	Husoniy	حُسْنِي	noun_prop	Husoniy	حُسْنِي	Hosny;Hosni	H.s.n	ح.س.ن
Ebdrb__h	عبدربــه	Eabidorab~uh	عَبِدْرَبُّه	noun_prop	Eabidorab~uh	عَبِدْرَبُّه	Abedrabboh;Abidrabbuh	r.b.b	ر.ب.ب
nhA}y__A	نهائيــا	nihA}iy~	نِهائِيّ	adj	nihA}iy~	نِهائِيّ	final;definitive;conclusive+two	n.h.#	ن.ه.#
ktb	كتب	katab	كَتَب	verb	katab	كَتَب	write+he;it_<verb>	k.t.b	ك.ت.ب
mHmd	محمد	muHam~ad	مُحَمَّد	noun_prop	muHam~ad	مُحَمَّد	Muhammad;Mohamed	H.m.d	ح.م.د
HsnY	حسنى	Husoniy	حُسْنِي	noun_prop	Husoniy	حُسْنِي	Hosny;Hosni	H.s.n	ح.س.ن
Ebdrbh	عبدربه	Eabidorab~uh	عَبِدْرَبُّه	noun_prop	Eabidorab~uh	عَبِدْرَبُّه	Abedrabboh;Abidrabbuh	r.b.b	ر.ب.ب
bAt	بات	bAt	بات	verb	bAt	بات	become;remain+he;it_<verb>	b.#.t	ب.#.ت
fy	في	fiy	فِي	prep	fiy	فِي	in	f.#	ف.#
Hkm	حكم	Hukom	حُكْم	noun	Hukom	حُكْم	judgment;decision+[def.gen.]	H.k.m	ح.ك.م
Alm&kd	المؤكد	mu&ak~id	مُؤَكِّد	noun	mu&ak~id	مُؤَكِّد	the+assuring;confirming;affirming;guaranteeing+[def.gen.]	#.k.d	#.ك.د
>n	أن	>an~a	أَنَّ	conj_sub	>an~a	أَنَّ	that	#.n.n	#.ن.ن
Al>hly	الأهلي	>aholiy~	أَهْلِيّ	adj	>aholiy~	أَهْلِيّ	the+civil;domestic;family+[def.gen.]	#.h.l	#.ه.ل
lEb	لعب	laEib	لَعِب	verb	laEib	لَعِب	play+he;it_<verb>	l.E.b	ل.ع.ب
dwr	دور	dawor	دَوْر	noun	dawor	دَوْر	role;part+[def.gen.]	d.#.r	د.#.ر
AlbTwlp	البطولة	buTuwlap	بُطُولَة	noun	buTuwl	بُطُول	the+championship;starring_role;heroism+[fem.sg.]	b.T.l	ب.ط.ل
wEly	وعلي	Ealiy~	عَلِيّ	noun_prop	Ealiy~	عَلِيّ	and+Ali	E.l.#	ع.ل.#
Tryqp	طريقة	Tariyqap	طَرِيقَة	noun	Tariyq	طَرِيق	method;procedure+[fem.sg.]	T.r.q	ط.ر.ق
Al>flAm	الأفلام	fiylom	فِيلْم	noun	>afolAm	أَفْلام	the+films;movies+[def.gen.]	NTWS	NTWS
Albwlysyp	البوليسية	buwliysiy~	بُولِيسِيّ	adj	buwliysiy~	بُولِيسِيّ	the+police;detective+[fem.sg.]	b.#.l.s	ب.#.ل.س
fy	في	fiy	فِي	prep	fiy	فِي	in	f.#	ف.#
<fsAd	إفساد	<ifosAd	إِفْساد	noun	<ifosAd	إِفْساد	corruption;debasement;contamination	f.s.d	ف.س.د
Sfqp	صفقة	Safoqap	صَفْقَة	noun	Safoq	صَفْق	deal;transaction+[fem.sg.]	S.f.q	ص.ف.ق
<ntqAl	إنتقال	{inotiqAl	ٱِنْتِقال	noun	{inotiqAl	ٱِنْتِقال	transfer;communication+[def.gen.]	n.q.l	ن.ق.ل
hAny	هاني	hAniy	هانِي	noun_prop	hAniy	هانِي	Hani	h.n.#	ه.ن.#
sEyd	سعيد	saEiyd	سَعِيد	noun_prop	saEiyd	سَعِيد	Said;Saeed	s.E.d	س.ع.د
mdAfE	مدافع	mudAfiE	مُدافِع	noun	mudAfiE	مُدافِع	defender;advocate+[def.nom.]	d.f.E	د.ف.ع
Al<smAEyly	الإسماعيلي	<isomAEiyliy~	إِسْماعِيلِيّ	noun_prop	<isomAEiyliy~	إِسْماعِيلِيّ	the+Ismaili	NTWS	NTWS
wAlmntxb	والمنتخب	munotaxab	مُنْتَخَب	noun	munotaxab	مُنْتَخَب	and_+_the+elected_candidate;elect+[def.gen.]	n.x.b	ن.خ.ب
<ly	إلي	<ilaY	إِلَى	prep	<ilaY	إِلَى	to;towards	#.l.#	#.ل.#
AlzmAlk	الزمالك	zamAlik	زَمالِك	noun_prop	zamAlik	زَمالِك	the+Zamalek	z.m.l.k	ز.م.ل.ك
fy	في	fiy	فِي	prep	fiy	فِي	in	f.#	ف.#
AllHZAt	اللحظات	laHoZap	لَحْظَة	noun	laHaZ	لَحَظ	the+moments;instants+[fem.pl.]	l.H.Z	ل.ح.ظ
AlqAtlp	القاتلة	qAtil	قاتِل	adj	qAtil	قاتِل	the+deadly;fatal+[fem.sg.]	q.t.l	ق.ت.ل
wsHbhA	وسحبها	saHob	سَحْب	noun	saHob	سَحْب	while+withdrawal;pulling_out;remove+its;their;her	s.H.b	س.ح.ب
mn	من	min	مِن	prep	min	مِن	from	m.n	م.ن
fmh	فمه	fam	فَم	noun	fam	فَم	mouth+its;his	f.m.m	ف.م.م
bAlrgm	بالرغم	ragom	رَغْم	noun	ragom	رَغْم	with;by_+_the+in_spite_of;despite+[def.gen.]	r.g.m	ر.غ.م
mn	من	min	مِن	prep	min	مِن	from	m.n	م.ن
Edm	عدم	Eadam	عَدَم	noun	Eadam	عَدَم	absence_of;lack_of;non-+[def.gen.]	E.d.m	ع.د.م
wjwd	وجود	wujuwd	وُجُود	noun	wujuwd	وُجُود	presence;existence+[def.gen.]	#.j.d	#.ج.د
DmAnAt	ضمانات	DamAnap	ضَمانَة	noun	DamAn	ضَمان	guarantee;security;insurance+[fem.pl.]	D.m.n	ض.م.ن
tqwl	تقول	qAl	قال	verb	quwl	قُول	it;they;she+say	q.#.l	ق.#.ل
lh	له	li	لِ	prep	lahu	لَهُ	to;for_+_it;him_(it;he_has)	l	ل
<nh	إنه	<in~a	إِنَّ	verb_pseudo	<in~a	إِنَّ	that;indeed+it;he	#.n.n	#.ن.ن
synAlhA	سينالها	nAl	نال	verb	nAl	نال	will_+_he;it+attain;achieve;acquire+it;them;her	n.#.l	ن.#.ل
wlys	وليس	>aloyas	أَلْيَس	noun	liys	لِيس	and+valiant	l.#.s	ل.#.س
>dl	أدل	>adal~	أَدَلّ	noun	>adal~	أَدَلّ	more;most_indicative;more;most_conclusive	d.l.l	د.ل.ل
Ely	علي	EalaY	عَلَى	prep	EalaY	عَلَى	on;above	E.l.#	ع.ل.#
*lk	ذلك	*`lika	ذٰلِكَ	pron_dem	*`lika	ذٰلِكَ	that	*.#	ذ.#
mn	من	min	مِن	prep	min	مِن	from	m.n	م.ن
>n	أن	>an~a	أَنَّ	conj_sub	>an~a	أَنَّ	that	#.n.n	#.ن.ن
Al>hly	الأهلي	>aholiy~	أَهْلِيّ	adj	>aholiy~	أَهْلِيّ	the+civil;domestic;family+[def.gen.]	#.h.l	#.ه.ل
bd>	بدأ	bada>	بَدَأ	verb	bada>	بَدَأ	start;begin+he;it_<verb>	b.d.#	ب.د.#
Ely	علي	EalaY	عَلَى	prep	EalaY	عَلَى	on;above	E.l.#	ع.ل.#
Alfwr	الفور	fawor	فَوْر	noun	fawor	فَوْر	the+immediately;at_once+[def.gen.]	f.#.r	ف.#.ر
fy	في	fiy	فِي	prep	fiy	فِي	in	f.#	ف.#
msAwmp	مساومة	musAwamap	مُساوَمَة	noun	musAwam	مُساوَم	bargaining;haggling+[fem.sg.]	s.#.m	س.#.م
Al<smAEyly	الإسماعيلي	<isomAEiyliy~	إِسْماعِيلِيّ	noun_prop	<isomAEiyliy~	إِسْماعِيلِيّ	the+Ismaili	NTWS	NTWS
llHSwl	للحصول	HuSuwl	حُصُول	noun	HuSuwl	حُصُول	to;for_+_the+acquisition;obtaining+[def.gen.]	H.S.l	ح.ص.ل
Ely	علي	EalaY	عَلَى	prep	EalaY	عَلَى	on;above	E.l.#	ع.ل.#
xdmAt	خدمات	xidomap	خِدْمَة	noun	xadam	خَدَم	services;assistance+[fem.pl.]	x.d.m	خ.د.م
Al*y	الذي	Al~a*iy	الَّذِي	pron_rel	Al~a*iy	الَّذِي	which;who;whom	#.l	#.ل
yHtAjh	يحتاجه	{iHotAj	ٱِحْتاج	verb	HotAj	حْتاج	he;it+need;want+it;him	H.#.j	ح.#.ج
mqAbl	مقابل	muqAbil	مُقابِل	noun	muqAbil	مُقابِل	opposite_to;corresponding_to;vis-a-vis+[def.acc.]	q.b.l	ق.ب.ل
glq	غلق	galoq	غَلْق	noun	galoq	غَلْق	closing;locking	g.l.q	غ.ل.ق
mlf	ملف	milaf~	مِلَفّ	noun	milaf~	مِلَفّ	file;dossier+[def.gen.]	l.f.f	ل.ف.ف
Hsny	حسني	Husoniy	حُسْنِي	noun_prop	Husoniy	حُسْنِي	Hosny;Hosni	H.s.n	ح.س.ن
Ebdrbh	عبدربه	Eabidorab~uh	عَبِدْرَبُّه	noun_prop	Eabidorab~uh	عَبِدْرَبُّه	Abedrabboh;Abidrabbuh	r.b.b	ر.ب.ب
nhA}yA	نهائيا	nihA}iy~	نِهائِيّ	noun	nihA}iy~	نِهائِيّ	final_(in_sports)+[acc.indef.]	n.h.#	ن.ه.#
wEdm	وعدم	Eadam	عَدَم	noun	Eadam	عَدَم	and+absence_of;lack_of;non-+[def.gen.]	E.d.m	ع.د.م
tSEyd	تصعيد	taSoEiyd	تَصْعِيد	noun	taSoEiyd	تَصْعِيد	escalation;intensification+[def.gen.]	S.E.d	ص.ع.د
Al>mwr	الأمور	>amor	أَمْر	noun	>umuwr	أُمُور	the+matters;issues+[def.gen.]	#.m.r	#.م.ر
mn	من	min	مِن	prep	min	مِن	from	m.n	م.ن
jdyd	جديد	jadiyd	جَدِيد	adj	jadiyd	جَدِيد	new;modern+[indef.gen.]	j.d.d	ج.د.د
<*A	إذا	<i*A	إِذا	conj	<i*A	إِذا	if;whether	#.*.#	#.ذ.#
Sfqp	صفقة	Safoqap	صَفْقَة	noun	Safoq	صَفْق	deal;transaction+[fem.sg.]	S.f.q	ص.ف.ق
<ntqAl	إنتقال	{inotiqAl	ٱِنْتِقال	noun	{inotiqAl	ٱِنْتِقال	transfer;communication+[def.gen.]	n.q.l	ن.ق.ل
sEyd	سعيد	saEiyd	سَعِيد	noun_prop	saEiyd	سَعِيد	Said;Saeed	s.E.d	س.ع.د
